id_author_1,id_author_2,CommonNeighbor,AdamicAdar,JaccardCoefficient,PreferentialAttachment,ResourceAllocation,ShortestPath,CommonCountry,Label
1827156,1888503,0,1.820478453,0.5,9,0.666666667,1,0,-1
1827156,1889223,2,1.820478453,0.5,9,0.666666667,1,2,-1
1827156,1896391,3,1.820478453,0.5,9,0.666666667,1,3,-1
1827163,1847341,2,1.442695041,0.333333333,4,0.5,1,2,-1
1827163,1886890,0,1.442695041,0.333333333,4,0.5,1,0,-1
1827181,1833039,0,2.885390082,0.4,12,1,1,0,-1
1827181,1848033,0,0.910239227,0.2,8,0.333333333,1,0,-1
1827181,1852350,1,0,0,4,0,1,1,-1
1827181,1895167,0,0.910239227,0.2,8,0.333333333,1,0,-1
1827182,1830630,4,2.636128574,0.714285714,36,0.75,1,4,-1
1827182,1835844,0,2.636128574,0.714285714,36,0.75,1,0,-1
1827182,1839919,4,2.713340853,0.555555556,48,0.791666667,1,4,-1
1827182,1840481,0,2.636128574,0.714285714,36,0.75,1,0,-1
1827182,1851422,4,2.713340853,0.555555556,48,0.791666667,1,4,-1
1827182,1896246,4,2.636128574,0.714285714,36,0.75,1,4,-1
1827182,1930849,3,0.961796694,0.285714286,18,0.25,0.5,3,-1
1827182,1935277,3,0.961796694,0.285714286,18,0.25,0.5,3,-1
1827204,1833416,0,0.910239227,0.2,8,0.333333333,0.5,0,-1
1827204,1839707,0,1.820478453,0.4,12,0.666666667,1,0,-1
1827204,1841359,2,0,0,12,0,1,2,-1
1827204,1841430,0,0.910239227,0.2,8,0.333333333,0.5,0,-1
1827204,1876873,0,1.820478453,0.4,12,0.666666667,1,0,-1
1827204,1926542,0,1.820478453,0.4,12,0.666666667,1,0,-1
1827207,1828189,0,2.164042561,0.375,28,0.75,1,0,-1
1827207,1828669,1,1.956593383,0.6,16,0.642857143,1,1,-1
1827207,1842991,0,1.956593383,0.6,16,0.642857143,1,0,-1
1827207,1845975,0,1.956593383,0.6,16,0.642857143,1,0,-1
1827207,1861952,0,0.513898342,0.125,20,0.142857143,0.5,0,-1
1827207,1896804,0,0.513898342,0.166666667,12,0.142857143,0.5,0,-1
1827207,1896809,0,0.513898342,0.166666667,12,0.142857143,0.5,0,-1
1827221,1839768,22,8.140696479,0.875,225,2.474242424,1,22,1
1827221,1839777,7,2.028971634,0.25,75,0.557575758,1,7,1
1827221,1840520,12,3.190793499,0.4375,120,0.782575758,1,12,1
1827221,1840528,12,3.190793499,0.4375,120,0.782575758,1,12,1
1827221,1850843,11,5.118664259,0.625,165,1.416666667,1,11,1
1827221,1872253,5,2.028971634,0.25,75,0.557575758,1,5,-1
1827221,1873855,8,1.711951828,0.1875,60,0.516666667,1,8,-1
1827221,1878699,8,2.722203641,0.25,75,0.9,1,8,-1
1827221,1878841,8,1.711951828,0.1875,60,0.516666667,1,8,-1
1827221,1887433,8,3.190793499,0.4375,120,0.782575758,1,8,-1
1827221,1887959,12,3.190793499,0.4375,120,0.782575758,1,12,-1
1827221,1888671,8,3.190793499,0.4375,120,0.782575758,1,8,-1
1827221,1895731,5,2.028971634,0.25,75,0.557575758,1,5,-1
1827221,1898536,0,0.990604308,0.125,45,0.266666667,1,0,-1
1827221,1904287,8,3.190793499,0.4375,120,0.782575758,1,8,-1
1827276,1929766,4,1.442695041,0.333333333,4,0.5,1,4,-1
1827276,1934891,4,1.442695041,0.333333333,4,0.5,1,4,-1
1827330,1835158,7,3.640956907,0.8,81,0.888888889,1,7,-1
